victims_age;victims_gender;victims_race;date_of_incident;city;state;cause_of_death;official_disposition_of_death;armed_status;fleeing;symptoms;body_camera;race_of_officers
31;Male;Black;05/12/2019;Marshall;TX;Gunshot;Grand jury/No bill or Cleared;Vehicle;Foot;No;No;
26;Male;Black;03/12/2019;Kansas City;MO;Gunshot;Charged with manslaughter;Allegedly Armed;Not fleeing;No;No;
31;Male;Black;03/12/2019;Syracuse;NY;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;Yes;
58;Male;White;03/12/2019;Ada;OK;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
21;Male;Black;02/12/2019;Daytona Beach;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;Yes;
18;Male;Native American;02/12/2019;Mesa;AZ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;;No;;
38;Male;Asian;02/12/2019;El Monte;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;;No;No;
28;Male;Black;02/12/2019;Temple;TX;Gunshot;Charged with manslaughter;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;Yes;
20;Male;White;01/12/2019;Warrior Run;PA;Gunshot, Taser;Pending investigation/No Known Charges;Allegedly Armed;;No;;
68;Male;Black;01/12/2019;Morrow;GA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
68;Male;White;01/12/2019;Secaucus;NJ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;;No;No;
16;Male;Hispanic;01/12/2019;Fort Pierce;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Other;No;No;
60;Male;White;01/12/2019;Concord;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;Yes;
25;Male;White;01/12/2019;Plant City;FL;Gunshot;Pending investigation/No Known Charges;Vehicle;Car;No;No;
40;Male;Hispanic;30/11/2019;Eugene;OR;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;No;
40;Male;White;29/11/2019;Aurora;CO;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
46;Male;Unknown race;29/11/2019;Lewes;DE;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
60;Male;White;29/11/2019;Lakeland;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
54;Male;White;29/11/2019;Modesto;CA;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;;No;Yes;
Unknown;Unknown;White;29/11/2019;Eatonville;WA;Gunshot;Pending investigation/No Known Charges;Unclear;Car;No;No;
31;Male;Black;28/11/2019;Tampa;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Other;No;No;
34;Male;White;28/11/2019;South West Township;MO;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
49;Male;Hispanic;28/11/2019;San Antonio;TX;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;;No;;
31;Male;White;27/11/2019;Porter Township;PA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;;No;;
40;Male;Black;27/11/2019;Mansfield;OH;Gunshot;Justified by County Prosecutor;Allegedly Armed;;No;;
52;Male;White;27/11/2019;Bloomfield;CA;Physical Restraint;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;;No;;
51;Male;White;26/11/2019;Greeneville;TN;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;Yes;
48;Male;White;26/11/2019;Parkton;MD;Gunshot;Pending investigation/No Known Charges;Unclear;Car;Yes;Yes;
42;Male;White;25/11/2019;Great Falls;MT;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
36;Male;White;25/11/2019;Enumclaw;WA;Gunshot;Pending investigation/No Known Charges;Vehicle;Not fleeing;No;No;
22;Male;Black;25/11/2019;Hollywood;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;Yes;
34;Male;White;24/11/2019;Caledonia;MI;Gunshot;Justified by County Prosecutor;Allegedly Armed;Not fleeing;No;No;
28;Male;Black;23/11/2019;Chester;SC;Gunshot;Justified by Attorney General;Allegedly Armed;Foot;No;No;
24;Male;Hispanic;23/11/2019;Pueblo;CO;Gunshot;Justified by District Attorney;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;No;
37;Male;Black;22/11/2019;Elizabethtown;NC;Gunshot;Justified by District Attorney;Allegedly Armed;Not fleeing;No;No;
18;Male;Black;20/11/2019;Henderson;NV;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;;No;Yes;
51;Male;White;20/11/2019;Hampton;GA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
42;Female;White;20/11/2019;Los Angeles;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
55;Male;White;20/11/2019;Dahlonega;GA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
41;Male;White;19/11/2019;Horn Lake;MS;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
34;Male;White;19/11/2019;Morongo Valley;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
38;Male;Hispanic;19/11/2019;Kewaunee;WI;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;;No;No;White
32;Male;Black;19/11/2019;Chicago;IL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;;No;;
34;Male;Hispanic;19/11/2019;Los Angeles;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;;No;No;
50;Male;Hispanic;19/11/2019;Preston;ID;Gunshot;Justified by Prosecuting Attorney;Allegedly Armed;Not fleeing;Unknown;No;
28;Male;Black;18/11/2019;Mesa;WA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
26;Male;White;18/11/2019;Randolph;MO;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;;No;No;
27;Male;White;16/11/2019;Mesa;AZ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
41;Male;White;16/11/2019;Carrollton;OH;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Foot;No;No;
Unknown;Male;Hispanic;16/11/2019;Lake Elsinore;CA;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;No;No;
Unknown;Male;Unknown race;15/11/2019;Westborough;MA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
27;Male;Black;15/11/2019;Cleveland;OH;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
33;Male;Black;15/11/2019;Charlotte;NC;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
35;Male;White;14/11/2019;Menasha;WI;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
39;Male;White;14/11/2019;Everett;WA;Taser;Pending investigation/No Known Charges;Allegedly Armed;;No;;
52;Male;White;14/11/2019;Beaumont;TX;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
47;Male;White;13/11/2019;Jacksonville;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;Yes;
37;Male;Hispanic;13/11/2019;Los Angeles;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
27;Male;Black;13/11/2019;Wilson;NC;Gunshot;Justified by District Attorney;Unclear;Foot;Yes;No;
39;Male;White;12/11/2019;Yukon;OK;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;;No;No;
30;Male;Pacific Islander;12/11/2019;Kapolei;HI;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
59;Female;White;11/11/2019;Loveland;CO;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
56;Male;Unknown race;11/11/2019;Cedar City;UT;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
22;Male;White;11/11/2019;Lakewood;CO;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
20;Female;White;11/11/2019;Lakeland;FL;Gunshot;Pending investigation/No Known Charges;Vehicle;Not fleeing;No;No;
44;Male;White;10/11/2019;Pensacola Beach;FL;Beaten/Bludgeoned with instrument;Charged with second-degree murder;Allegedly Armed;;Unknown;;
38;Male;Black;10/11/2019;Vallejo;CA;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;;No;;
26;Male;White;10/11/2019;Athens;GA;Gunshot;Charged with murder;Unarmed/Did Not Have Actual Weapon;;No;;
29;Male;Unknown race;09/11/2019;San Jose;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
28;Male;White;09/11/2019;Union;SC;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
44;Male;Unknown race;09/11/2019;Everett;WA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;;Yes;;
38;Male;White;08/11/2019;Lincolnton;NC;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
26;Male;White;07/11/2019;Wadsworth;OH;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;;No;No;
32;Male;Black;07/11/2019;Louisville;KY;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;;No;No;
37;Male;White;07/11/2019;Ashtabula;OH;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
66;Male;White;07/11/2019;Conyers;GA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
37;Male;Black;06/11/2019;Tahlequah;OK;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
31;Male;Black;06/11/2019;Fayetteville;NC;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
34;Male;Hispanic;06/11/2019;San Antonio;TX;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;;No;No;
20;Male;White;06/11/2019;Henryetta;OK;Gunshot;Pending investigation/No Known Charges;Unclear;;No;No;
48;Male;Black;05/11/2019;Cleveland;OH;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;Yes;
32;Male;Asian;05/11/2019;Sparta;WI;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
58;Male;White;05/11/2019;La Monte;MO;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Drug or alcohol use;No;
45;Male;White;05/11/2019;Willis;TX;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
30;Male;White;04/11/2019;Two Rivers;WI;Gunshot;Justified;Allegedly Armed;Not fleeing;No;No;
Unknown;Male;Hispanic;04/11/2019;Sunland Park;NM;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
21;Male;Hispanic;04/11/2019;Las Cruces;NM;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;;No;No;
31;Male;White;04/11/2019;Glendale;AZ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;Yes;
32;Male;Black;03/11/2019;Phoenix;AZ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
56;Male;White;03/11/2019;Parkland;WA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;Yes;
42;Male;White;02/11/2019;Alma;KY;Gunshot;Pending investigation/No Known Charges;Unclear;;No;No;
38;Male;Hispanic;01/11/2019;Boulder;CO;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
38;Male;Hispanic;01/11/2019;Odessa;TX;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
22;Male;Hispanic;01/11/2019;Alamogordo;NM;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
29;Male;White;01/11/2019;Vero Beach;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Drug or alcohol use;No;
41;Male;Hispanic;01/11/2019;Union Park;FL;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;No;No;
34;Male;White;31/10/2019;Bascom;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
56;Male;Unknown race;31/10/2019;Pearson;GA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;;No;;
33;Male;White;31/10/2019;San Jose;CA;Gunshot;Justified by District Attorney;Unarmed/Did Not Have Actual Weapon;Not fleeing;Yes;Yes;
62;Male;White;30/10/2019;Lancaster;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
24;Male;Black;30/10/2019;Baltimore;MD;Gunshot;Justified by State's Attorney;Allegedly Armed;Not fleeing;No;Yes;
24;Male;Asian;30/10/2019;Fresno;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
26;Male;White;30/10/2019;Ona;WV;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
45;Male;White;28/10/2019;Evansville;IN;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;Unknown;Yes;
42;Male;Hispanic;27/10/2019;Porterville;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
39;Male;Black;27/10/2019;Madison;AL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
25;Male;Black;27/10/2019;Carmichael;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
63;Male;White;27/10/2019;Madison;WI;Gunshot;Justified by District Attorney;Allegedly Armed;Not fleeing;No;No;
50;Male;Hispanic;27/10/2019;Tulsa;OK;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;Yes;
Unknown;Male;Unknown race;26/10/2019;Brawley;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
45;Male;Asian;26/10/2019;Athens;GA;Gunshot;Justified by District Attorney;Allegedly Armed;Foot;No;Yes;
27;Male;White;26/10/2019;Boyne Falls;MI;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
50;Male;White;26/10/2019;Silver City;OK;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;;Yes;;
36;Male;Black;25/10/2019;Brooklyn;NY;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;No;No;
40;Male;White;25/10/2019;Grove;OK;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
27;Male;Hispanic;25/10/2019;Albuquerque;NM;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
45;Female;White;25/10/2019;Bossier City;LA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
31;Male;Unknown race;25/10/2019;Cumming;GA;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Car;No;No;
Unknown;Male;Unknown race;25/10/2019;Dalton;GA;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;Unknown;No;
19;Male;White;25/10/2019;Morristown;TN;Gunshot;Pending investigation/No Known Charges;Vehicle;Not fleeing;No;No;
53;Male;White;24/10/2019;Greenville;NC;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Drug or alcohol use;No;
48;Male;Black;23/10/2019;Long Beach;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;Yes;
29;Male;Hispanic;23/10/2019;New York;NY;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
29;Male;White;23/10/2019;Huntington;IN;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;Yes;No;
61;Male;Unknown race;23/10/2019;Spokane;WA;Gunshot;Justified by County Prosecutor;Allegedly Armed;Not fleeing;Yes;No;
45;Male;White;23/10/2019;Albany;OR;Taser;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;;No;;
34;Male;White;23/10/2019;Sweetwater;TX;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;No;No;
41;Male;White;23/10/2019;El Paso;TX;Gunshot;Pending investigation/No Known Charges;Vehicle;Car;No;No;
55;Male;Unknown race;22/10/2019;Carson;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
21;Male;White;21/10/2019;Dayton;OH;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
39;Male;White;21/10/2019;Hillsboro;OR;Gunshot;Justified by District Attorney;Allegedly Armed;Not fleeing;No;No;
36;Male;Hispanic;21/10/2019;Denver;CO;Gunshot;Justified by District Attorney;Allegedly Armed;Car;No;No;
37;Female;Hispanic;21/10/2019;Henderson;NV;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;Yes;
36;Male;Black;21/10/2019;Tillmans Corner;AL;Taser;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;;No;;
51;Male;White;20/10/2019;Leesburg;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
30;Male;Black;20/10/2019;St. Louis;MO;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
33;Female;White;20/10/2019;Boise;ID;Gunshot;Justified by County Prosecutor's Office;Unarmed/Did Not Have Actual Weapon;Not fleeing;Yes;Yes;
34;Male;White;19/10/2019;Palestine;TX;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Other;Unknown;No;
41;Male;Hispanic;19/10/2019;Victorville;CA;Beaten;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;;Drug or alcohol use;;
61;Male;Unknown race;19/10/2019;Easley;SC;Gunshot;Pending investigation/No Known Charges;Unclear;;No;No;
29;Male;White;18/10/2019;Idaho Falls;ID;Gunshot;Justified by Special Prosecutor;Allegedly Armed;Not fleeing;Yes;No;
38;Male;White;18/10/2019;Farmingdale;NJ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
46;Male;Unknown race;18/10/2019;White Pigeon;MI;Gunshot;Pending investigation/No Known Charges;Vehicle;Not fleeing;No;No;
34;Male;Black;17/10/2019;Warren;AR;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
27;Male;White;17/10/2019;Oakridge;OR;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
31;Male;Black;17/10/2019;Bronx;NY;Gunshot;Pending investigation/No Known Charges;Vehicle;Not fleeing;No;No;
21;Male;Black;17/10/2019;Fayette;MS;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;;Unknown;;
21;Male;Black;16/10/2019;Sherman Oaks;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
28;Male;White;16/10/2019;Roanoke;VA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Other;No;No;
30;Male;Black;15/10/2019;Brooklyn;NY;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
26;Male;Black;15/10/2019;Stone Mountain;GA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
28;Male;White;15/10/2019;Wendell;ID;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
28;Male;White;15/10/2019;Jamestown;NC;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
30;Male;White;15/10/2019;Goleta;CA;Gunshot;Pending investigation/No Known Charges;Unclear;;No;No;
61;Male;Black;14/10/2019;High Point;NC;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
29;Male;Hispanic;14/10/2019;Albuquerque;NM;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
54;Female;White;14/10/2019;Athens;GA;Gunshot;Justified by District Attorney;Allegedly Armed;Not fleeing;No;Yes;
31;Male;Black;14/10/2019;Ethel;LA;Gunshot;Grand jury/No bill or Cleared;Unarmed/Did Not Have Actual Weapon;Foot;Yes;No;
22;Male;Hispanic;13/10/2019;Corpus Christi;TX;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;Yes;
19;Male;Hispanic;13/10/2019;Glendale;AZ;Gunshot;Civil suit/Pending;Allegedly Armed;Not fleeing;Unknown;No;
26;Male;Hispanic;13/10/2019;Buckeye;AZ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;;No;No;
21;Male;Black;12/10/2019;El Monte;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
32;Male;Unknown race;12/10/2019;Myrtle Beach;SC;Gunshot;Justified by Solicitor's Office;Allegedly Armed;Not fleeing;No;No;
28;Female;Black;12/10/2019;Fort Worth;TX;Gunshot;Charged with murder;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;Yes;
